timestamp,temperature,humidity,solar_mw,wind_mw,voltage,frequency,predicted_load_mw
2026-01-01 00:00:00,23.93643956934348,91.62684237985046,2.1904714920943267,32.91648502923215,230.3024819163029,49.98320324397218,100.99555969238281
2026-01-01 01:00:00,20.27170806358209,88.73118315955267,2.42863727850234,43.83382358920073,229.6523413269508,50.03617516924537,95.8798599243164
2026-01-01 02:00:00,18.88864703822178,95.0,0.0,35.43046869789648,230.3681096268872,50.02035407544122,99.0155029296875
2026-01-01 03:00:00,17.700282205584124,80.75413569447055,0.0,44.234758617574,230.7789164598405,50.10242954329328,95.08451843261719
2026-01-01 04:00:00,16.378253482552523,76.06965010119342,0.0,37.4277007812729,231.14864647619925,49.99464353516659,101.31088256835938
2026-01-01 05:00:00,17.776396044980107,79.60363579444221,0.0,49.86225591325625,229.23719632287452,49.99876151314106,103.8443832397461
2026-01-01 06:00:00,13.965765284561154,82.78048307857348,0.0,42.51389617003414,230.39959585609537,49.97198996561579,109.59097290039062
2026-01-01 07:00:00,15.687065998132075,73.12721594144712,18.41141833837529,50.43248080888793,230.777355321481,49.96614991127432,125.73857116699219
2026-01-01 08:00:00,14.456375532262104,71.01490126810339,25.55228302088519,38.854000366734205,229.1787475670321,49.90858073365094,134.78543090820312
2026-01-01 09:00:00,14.025744552895148,76.67180247505483,45.19840054115629,39.564354419192206,230.67952489478915,49.9781696019609,131.3933868408203
2026-01-01 10:00:00,19.44750917921066,73.12872259555431,52.65103905145912,45.14230011238333,228.93181315034303,49.96525002862165,132.0046844482422
2026-01-01 11:00:00,16.832797008206565,71.7877703178306,58.84073557922054,33.388734435866795,229.74183528157897,49.95043262894174,121.4057846069336
2026-01-01 12:00:00,17.952546347814284,73.06450062006981,54.09807518883238,35.00235667397489,228.59609778272133,49.975709459391766,114.5676498413086
2026-01-01 13:00:00,19.70403702141548,68.57875486622547,49.31394607561958,38.48560179069938,228.4793689447762,49.98333790910922,109.8050765991211
2026-01-01 14:00:00,16.900623112844748,69.76259460813054,45.279186728259326,31.22430099066932,228.7362648719001,49.98312213669772,111.7582778930664
2026-01-01 15:00:00,22.696362074915697,76.10683422058791,38.29324403096847,36.35115907959809,230.84873426103903,49.9766466910206,116.1822280883789
2026-01-01 16:00:00,17.269212263079954,69.5592378190829,20.904796824565,34.15091381861934,229.0144030767472,49.95710894725299,123.50473022460938
2026-01-01 17:00:00,20.707925540510978,68.7797151055883,13.080264356611638,26.91521167104057,228.82989100930544,49.95110123039069,137.43019104003906
2026-01-01 18:00:00,21.80820213619197,78.20564824769627,0.0,36.67049844938852,229.91461425913616,49.98968913060136,137.4685516357422
2026-01-01 19:00:00,23.7689363834346,86.25046854949566,0.0,27.92006179323103,228.7356471392882,49.91969176033744,150.063720703125
2026-01-01 20:00:00,23.3607254300348,85.9610237381549,0.0,36.55441266642421,230.17528929626212,49.91263132516551,148.7099609375
2026-01-01 21:00:00,22.64612922493125,90.43901877056524,0.0,34.777790984499035,230.89162082803867,49.99378303867134,131.17886352539062
2026-01-01 22:00:00,22.478753629018737,80.5338617383594,1.068859644930904,33.47937343863168,227.9552905256441,49.98146974298912,121.2226333618164
2026-01-01 23:00:00,20.39404062028491,90.86003043839234,0.0,32.08371797209851,230.25994103205085,49.964474019951,113.86094665527344
