timestamp,forecast_load_mw,forecast_solar_mw,forecast_wind_mw,forecast_renewable_mw,supply_gap_mw,risk_score,risk_level,recommended_action
2026-01-01 00:00:00,100.9955596923828,1.246918655656816,29.69655446142733,30.943473117084146,70.05208657529866,60.466519459632416,HIGH,Prepare reserve and monitor renewable availability closely.
2026-01-01 01:00:00,95.8798599243164,1.1784138879648474,31.189333428857235,32.36774731682208,63.51211260749432,57.23414623231801,WATCH,Monitor demand and renewable generation.
2026-01-01 02:00:00,99.0155029296875,1.3363081474560428,32.58791952657506,33.9242276740311,65.0912752556564,56.74865287624907,WATCH,Monitor demand and renewable generation.
2026-01-01 03:00:00,95.0845184326172,1.1910240507704162,33.60922292258058,34.800246973350994,60.28427145926621,54.44729247364368,WATCH,Monitor demand and renewable generation.
2026-01-01 04:00:00,101.31088256835938,1.2267297963745112,34.39513477442326,35.621864570797776,65.68901799756159,55.8323729683193,WATCH,Monitor demand and renewable generation.
2026-01-01 05:00:00,103.8443832397461,1.1214399239880304,34.6707085639516,35.79214848793963,68.05223475180647,56.548886258270755,WATCH,Monitor demand and renewable generation.
2026-01-01 06:00:00,109.59097290039062,1.1045540072621127,35.26014067453763,36.36469468179974,73.22627821859089,57.95902998976223,WATCH,Monitor demand and renewable generation.
2026-01-01 07:00:00,125.7385711669922,17.478793848724784,35.05450293308518,52.533296781809966,73.20527438518224,47.98730069906382,WATCH,Monitor demand and renewable generation.
2026-01-01 08:00:00,134.78543090820312,33.86717294857715,34.406010355495816,68.27318330407297,66.51224760413015,47.33669083445468,WATCH,Monitor demand and renewable generation.
2026-01-01 09:00:00,131.3933868408203,48.10723328913336,33.510000871725474,81.61723416085883,49.776152679961484,44.4066124119174,WATCH,Monitor demand and renewable generation.
2026-01-01 10:00:00,132.0046844482422,59.26832687418542,32.28721666076207,91.55554353494749,40.4491409132947,42.66055028318984,WATCH,Monitor demand and renewable generation.
2026-01-01 11:00:00,121.4057846069336,65.75785349585162,31.52842327695376,97.28627677280538,24.119507834128214,37.24692702463446,WATCH,Monitor demand and renewable generation.
2026-01-01 12:00:00,114.5676498413086,68.2594538144134,29.77489953614262,98.03435335055602,16.533296490752576,34.0698016563141,WATCH,Monitor demand and renewable generation.
2026-01-01 13:00:00,109.8050765991211,65.73083939200357,28.513985675928048,94.24482506793163,15.560251531189465,32.73843565188929,WATCH,Monitor demand and renewable generation.
2026-01-01 14:00:00,111.7582778930664,59.063742295205735,27.50095232853633,86.56469462374207,25.193583269324336,35.35079873072365,WATCH,Monitor demand and renewable generation.
2026-01-01 15:00:00,116.1822280883789,48.135346717740205,26.372790737089655,74.50813745482986,41.67409063354904,39.85873632665272,WATCH,Monitor demand and renewable generation.
2026-01-01 16:00:00,123.50473022460938,34.08668601963814,25.607725890324975,59.69441190996311,63.81031831464627,45.75486997896141,WATCH,Monitor demand and renewable generation.
2026-01-01 17:00:00,137.43019104003906,17.62471291802532,25.007893987427874,42.632606905453194,94.79758413458586,59.55425204002533,WATCH,Monitor demand and renewable generation.
2026-01-01 18:00:00,137.4685516357422,1.1886079041812634,24.992523792325738,26.181131696507002,111.28741993923518,75.16317036183679,HIGH,Prepare reserve and monitor renewable availability closely.
2026-01-01 19:00:00,150.063720703125,1.1947074062024603,25.058349821434582,26.253057227637044,123.81066347548796,75.49566144966016,HIGH,Prepare reserve and monitor renewable availability closely.
2026-01-01 20:00:00,148.7099609375,1.19037290109273,25.7320039443113,26.922376845404028,121.78758409209597,74.83009528938705,HIGH,Prepare reserve and monitor renewable availability closely.
2026-01-01 21:00:00,131.17886352539062,0.9942252245977667,26.287113754246057,27.281338978843824,103.8975245465468,73.76031740123882,HIGH,Prepare reserve and monitor renewable availability closely.
2026-01-01 22:00:00,121.2226333618164,1.3315886963110812,27.425323308996433,28.756912005307512,92.4657213565089,69.25028987160948,HIGH,Prepare reserve and monitor renewable availability closely.
2026-01-01 23:00:00,113.86094665527344,1.310414174620214,28.501767999870825,29.81218217449104,84.0487644807824,65.86859383633438,HIGH,Prepare reserve and monitor renewable availability closely.
