timestamp,temperature,humidity,solar_mw,wind_mw,load_mw,voltage,frequency
2025-01-01 00:00:00,21.922284497471594,93.5533745532743,0.3610497461315134,40.57713669556091,98.23347964047765,230.93535075919073,50.01454248432398
2025-01-01 01:00:00,20.005092996608052,84.14594890280706,2.161370685228209,40.66370622669504,103.58953664454705,230.46728146887054,49.99595777027419
2025-01-01 02:00:00,20.148746075105784,83.57776649332908,0.0,40.50867648257965,93.6733984885889,229.7583068667896,49.975259590183086
2025-01-01 03:00:00,20.4264818721567,89.05443220672687,5.086547457749569,42.34172999538259,94.78004370328965,230.720562473986,50.05085160234583
2025-01-01 04:00:00,16.82598320586974,84.4103745330682,0.0,41.30546830065422,100.18332305713416,231.6627766090853,49.97734632603383
2025-01-01 05:00:00,15.997580707784783,80.43522843779502,4.366228446516088,42.29273322037528,98.04642341495814,230.2797931630652,50.01713854839748
2025-01-01 06:00:00,18.081930876078076,83.73023665856275,0.0,42.138752784348426,101.99819432844194,231.10631465262,49.96758270682391
2025-01-01 07:00:00,16.464662056527835,77.82937219991528,17.57040522174326,41.08403600867936,113.8989247975604,230.47278718147422,50.04666009970021
2025-01-01 08:00:00,14.473001689052317,74.87755467014263,29.22443125384389,43.598274413991554,129.81183127069198,229.3172729561511,49.98012684933032
2025-01-01 09:00:00,16.127350028177418,75.71597187373958,40.82404603440961,41.235314190478555,138.292857927011,229.58344550686613,49.90018187868031
2025-01-01 10:00:00,15.017985113598298,69.50703510496622,50.39039282791283,35.231791735316406,134.298625764266,229.90654658711554,49.934056566322276
2025-01-01 11:00:00,15.650191512853167,76.28254280158438,56.77577144786902,39.66424462734746,129.3972427519089,228.9630655637837,49.91032869405147
2025-01-01 12:00:00,17.540156675303795,66.51553462965282,55.2793274221704,37.24364012526145,112.41843086354406,227.72632461277146,49.964483550997834
2025-01-01 13:00:00,15.272016720557964,72.63618312506252,57.45300597218439,37.40621050989203,107.55824905877334,229.2193658138152,49.99757188954047
2025-01-01 14:00:00,16.589836519185194,76.74280243937986,45.47421752909692,33.33782420528412,104.93813926523866,228.19941515225977,50.015475141111665
2025-01-01 15:00:00,19.369058154503367,67.08747535363098,39.769951081698835,35.96607920888013,110.62169788911116,229.23951179035032,49.941605006662016
2025-01-01 16:00:00,19.65796658745311,73.29438441917506,30.640819723782883,31.678890637357416,132.9783269820921,228.13936945827066,49.91158661938421
2025-01-01 17:00:00,22.477011391593848,81.64836424310187,17.54771851777616,34.32054147470107,138.3238077594586,230.12922984686816,49.95160534552369
2025-01-01 18:00:00,21.27927876981068,84.29670331350896,1.38236654478421,29.42876579594219,151.64653847210383,228.27922392233148,49.936424311064926
2025-01-01 19:00:00,20.92246102110808,81.5699331720571,0.0,29.876006511903082,149.41226576752288,229.69410248464973,49.87798165591807
2025-01-01 20:00:00,25.375686421337075,81.72904074787742,2.6901233351061107,34.33273493366254,153.08294492828577,229.81703747661447,49.922539766204885
2025-01-01 21:00:00,22.702252122381214,90.56253622377338,0.0,31.39202437883252,140.29696981087346,229.95675247178906,49.88233828577321
2025-01-01 22:00:00,22.742607190124385,93.06217557075566,5.254227221246733,42.57778263873688,128.05058879808954,228.084572220777,49.9349737907485
2025-01-01 23:00:00,19.868518113380752,84.66832999142596,0.0,37.22633658134774,114.39243796426165,230.68222894685783,49.936882883412764
2025-01-02 00:00:00,20.39062227183286,84.79585223172079,0.0,37.89911724207139,99.64308403797082,230.3416244322716,49.988541754544514
2025-01-02 01:00:00,20.408856423595516,90.17179181841139,0.0,42.37312163000259,99.43999752064298,230.65181263015228,50.05839817357927
2025-01-02 02:00:00,17.48070599248718,90.78920339914626,0.13093091063876258,38.37670165754852,99.9915316882893,231.4640280400386,49.99836990831271
2025-01-02 03:00:00,18.73546720572906,85.48629829853157,0.4194758139781596,45.027016480319396,101.20012299004416,230.61746386483472,49.98914181000841
